district_bps_name,district_bps_code,district_kemendagri_name,district_kemendagri_code,subdistrict_bps_name,subdistrict_bps_code,village_bps_name,village_bps_code,transportation_level,slums_level,popdes_level,poi_level,cases_level,potency_level,risk_level,last_updated
Cianjur,3203,Kab. Cianjur,32.03,Cipanas,3203221,Batulawang,3203221007,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Pakuon,3203230001,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Cikanyere,3203230002,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Sukaresmi,3203230003,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Ciwalen,3203230004,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Kawungluwuk,3203230005,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Cibadak,3203230006,red,green,yellow,yellow,red,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Rawabelut,3203230007,orange,green,yellow,green,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Cibanteng,3203230008,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Kubang,3203230009,red,green,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Sukamahi,3203230010,red,yellow,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Sukaresmi,3203230,Cikancana,3203230011,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Padajaya,3203240001,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Cinangsi,3203240002,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Mentengsari,3203240003,red,green,yellow,yellow,red,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Gudang,3203240004,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Sukagalih,3203240005,red,green,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Majalaya,3203240006,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Cijagang,3203240007,red,green,yellow,yellow,red,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Mekarjaya,3203240008,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Mekar Sari,3203240009,red,green,yellow,yellow,green,orange,green,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Sukamulya,3203240010,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Mekargalih,3203240011,red,green,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Neglasari,3203240012,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Lembahsari,3203240013,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Warudoyong,3203240014,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Kamurang,3203240015,red,green,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Cirama Girang,3203240016,red,green,yellow,yellow,green,yellow,green,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Mekar Mulya,3203240017,red,green,yellow,yellow,green,yellow,green,2022-04-26T00:00:00.000Z
Cianjur,3203,Kab. Cianjur,32.03,Cikalongkulon,3203240,Cigunungherang,3203240018,red,green,yellow,green,red,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Panundaan,3204010001,red,green,orange,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Ciwidey,3204010002,red,yellow,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Panyocokan,3204010003,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Lebakmuncang,3204010004,red,green,yellow,orange,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Rawabogo,3204010005,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Nengkelan,3204010006,red,green,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ciwidey,3204010,Sukawening,3204010007,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancabali,3204011,Cipelah,3204011001,red,yellow,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancabali,3204011,Sukaresmi,3204011002,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancabali,3204011,Indragiri,3204011003,red,green,yellow,yellow,red,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancabali,3204011,Patengan,3204011004,red,green,yellow,orange,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancabali,3204011,Alamendah,3204011005,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Sugihmukti,3204020001,red,green,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Margamulya,3204020002,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Tenjolaya,3204020003,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Cisondari,3204020004,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Mekarsari,3204020005,red,yellow,yellow,yellow,red,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Cibodas,3204020006,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Cukanggenteng,3204020007,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Pasirjambu,3204020008,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Mekarmaju,3204020009,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pasirjambu,3204020,Cikoneng,3204020010,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Cikalong,3204030001,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Mekarsari,3204030002,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Cipinang,3204030003,red,green,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Cimaung,3204030004,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Campakamulya,3204030005,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Pasirhuni,3204030006,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Jagabaya,3204030007,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Malasari,3204030008,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Sukamaju,3204030009,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cimaung,3204030,Warjabakti,3204030010,red,yellow,yellow,yellow,red,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Wanasuka,3204040001,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Banjarsari,3204040002,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Margaluyu,3204040003,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Sukaluyu,3204040004,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Warnasari,3204040005,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Pulosari,3204040006,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Margamekar,3204040007,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Sukamanah,3204040008,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Margamukti,3204040009,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Pangalengan,3204040010,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Margamulya,3204040011,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Tribaktimulya,3204040012,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pangalengan,3204040,Lamajang,3204040013,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Neglawangi,3204050001,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Santosa,3204050002,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Tarumajaya,3204050003,red,yellow,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Cikembang,3204050004,red,yellow,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Cibeureum,3204050005,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Cihawuk,3204050006,red,yellow,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Sukapura,3204050007,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Kertasari,3204050,Resmi Tinggal,3204050008,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Cikitu,3204060001,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Girimulya,3204060002,red,yellow,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Sukarame,3204060003,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Cikawao,3204060004,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Nagrak,3204060005,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Mandalahaji,3204060006,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Maruyung,3204060007,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Pangauban,3204060008,red,yellow,yellow,yellow,red,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Cinanggela,3204060009,red,yellow,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Mekarjaya,3204060010,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Mekarsari,3204060011,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Cipeujeuh,3204060012,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Pacet,3204060,Tanjungwangi,3204060013,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Neglasari,3204070001,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Dukuh,3204070002,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Ibun,3204070003,red,green,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Laksana,3204070004,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Mekarwangi,3204070005,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Sudi,3204070006,red,yellow,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Cibeet,3204070007,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Pangguh,3204070008,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Karyalaksana,3204070009,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Lampegan,3204070010,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Talun,3204070011,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Ibun,3204070,Tanggulun,3204070012,red,green,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Loa,3204080001,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Drawati,3204080002,red,green,red,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Cipaku,3204080003,red,yellow,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Sindangsari,3204080004,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Sukamantri,3204080005,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Sukamanah,3204080006,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Mekarpawitan,3204080007,red,yellow,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Cijagra,3204080008,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Tangsimekar,3204080009,red,yellow,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Cipedes,3204080010,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Karangtunggal,3204080011,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Paseh,3204080,Cigentur,3204080012,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Srirahayu,3204090001,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Ciluluk,3204090002,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Mekarlaksana,3204090003,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Cihanyir,3204090004,red,green,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Cikancung,3204090005,red,yellow,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Mandalasari,3204090006,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Hegarmanah,3204090007,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Cikasungka,3204090008,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cikancung,3204090,Tanjunglaya,3204090009,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Nagrog,3204100001,red,green,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Narawita,3204100002,red,green,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Margaasih,3204100003,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Cicalengka Wetan,3204100004,red,yellow,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Cikuya,3204100005,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Waluya,3204100006,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Panenjoan,3204100007,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Tenjolaya,3204100008,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Cicalengka Kulon,3204100009,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Babakanpeuteuy,3204100010,red,green,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Dampit,3204100011,red,yellow,yellow,yellow,yellow,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Cicalengka,3204100,Tanjungwangi,3204100012,red,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Mandalawangi,3204101001,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Bojong,3204101002,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Ciherang,3204101003,red,green,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Ciaro,3204101004,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Nagreg,3204101005,red,green,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Citaman,3204101006,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Nagreg Kendan,3204101007,red,yellow,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Nagreg,3204101,Ganjar Sabar,3204101008,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Sukamanah,3204110001,orange,green,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Tegalsumedang,3204110002,red,yellow,yellow,yellow,red,orange,orange,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Rancaekek Kulon,3204110003,red,yellow,yellow,yellow,orange,yellow,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Rancaekek Wetan,3204110004,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Bojongloa,3204110005,red,yellow,yellow,orange,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Jelegong,3204110006,red,yellow,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Linggar,3204110007,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Sukamulya,3204110008,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Haurpugur,3204110009,red,yellow,yellow,yellow,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Sangiang,3204110010,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Bojongsalam,3204110011,red,yellow,yellow,yellow,red,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Cangkuang,3204110012,red,yellow,yellow,yellow,red,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Nanjungmekar,3204110013,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Rancaekek,3204110,Rancaekek Kencana,3204110014,red,green,yellow,orange,orange,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Majalaya,3204120,Neglasari,3204120001,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
Bandung,3204,Kab. Bandung,32.04,Majalaya,3204120,Wangisagara,3204120002,red,yellow,yellow,yellow,yellow,orange,yellow,2022-04-26T00:00:00.000Z
